department,budget_type,project,budget
환경부,환경개선특별회계,산업폐수 관리,261871
환경부,환경개선특별회계,상하수도 및 토양지하수,24100
환경부,환경개선특별회계,상하수도 정보화,1330
환경부,환경개선특별회계,생물자원 보전,7393
환경부,환경개선특별회계,생물자원 전시 및 연구,32550
환경부,환경개선특별회계,생태계보전,194406
환경부,환경개선특별회계,생활환경관리,58463
환경부,환경개선특별회계,수계관리 및 4대강 감시,3324
환경부,환경개선특별회계,수도권 및 수도권외 대기개선,101498
환경부,환경개선특별회계,수돗물 수질개선 및 관리(환특),5047
환경부,환경개선특별회계,수입대체경비,100
환경부,환경개선특별회계,수질개선기반구축,83700
환경부,환경개선특별회계,식수원 개발 관리,24857
환경부,환경개선특별회계,예수이자상환(공자기금),5877
환경부,환경개선특별회계,유해화학물질 관리,31253
환경부,환경개선특별회계,인건비(과학원),21086
환경부,환경개선특별회계,인건비(본부),58759
환경부,환경개선특별회계,인건비(소속기관),41499
환경부,환경개선특별회계,자동차배출가스 관리,3968
환경부,환경개선특별회계,자연보전 정보화,3056
환경부,환경개선특별회계,자연자원의 보전 및 현명한 이용,22020
환경부,환경개선특별회계,자원순환 기술개발(R&D),18000
환경부,환경개선특별회계,자원순환정책지원,2311
환경부,환경개선특별회계,재활용 및 처리시설 설치,150679
환경부,환경개선특별회계,재활용산업육성,103617
환경부,환경개선특별회계,재활용시스템구축,2321
환경부,환경개선특별회계,저공해자동차 보급,27325
환경부,환경개선특별회계,전산운영경비,2851
환경부,환경개선특별회계,전산운영경비(과학원),815
환경부,환경개선특별회계,지속가능발전위원회,2081
환경부,환경개선특별회계,청사확보 및 시설개선,6610
환경부,환경개선특별회계,출연사업,112197
환경부,환경개선특별회계,토양 지하수 관리,51850
환경부,환경개선특별회계,폐기물의 안정적 처리,18220
환경부,환경개선특별회계,폐기물처리 정보화,6574
환경부,환경개선특별회계,하수관거정비,1501146
환경부,환경개선특별회계,하수도차입금상환,64200
환경부,환경개선특별회계,하수처리시설 확충,681382
환경부,환경개선특별회계,행정효율성 증진 및 능력개발,3683
환경부,환경개선특별회계,환경교육수입대체경비,298
환경부,환경개선특별회계,환경기술개발(환특),138757
환경부,환경개선특별회계,환경보건정책 추진,37927
환경부,환경개선특별회계,환경분쟁조정활성화,504
환경부,환경개선특별회계,환경산업 및 친환경제품보급기반구축,66431
환경부,환경개선특별회계,환경시험연구,64035
환경부,환경개선특별회계,환경오염 감시제도 운영,292
환경부,환경개선특별회계,환경인력개발,2660
환경부,환경개선특별회계,환경정보화,4681
환경부,환경개선특별회계,환경정책 및 연구정보화,3770
환경부,환경개선특별회계,환경정책연구개발,2032
환경부,환경개선특별회계,환경친화적경제사회기반조성,25054
환경부,환경개선특별회계,회계간전출,392160
